"image_url","stories_id","media_id","story_title","story_url","media_name","media_url","publish_date","inlink_count","fb_count"
"https://www.gannett-cdn.com/authoring/2019/05/15/USAT/ccbdddce-5ea2-44a3-8bb9-d6a8a81566b9-abortion-promo.png?crop=949,534,x0,y12&width=1200","1284573520","29","Where is abortion legal? Everywhere. But ...","http://rssfeeds.indystar.com/~/602021212/0/indystar/todaystopstories~Where-is-abortion-legal-Everywhere-But/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-15 20:47:09","149","0"
"https://www.gannett-cdn.com/-mm-/e1966c198229033106679dc04dcfdb58985ff13f/c=596-61-4402-2211/local/-/media/2018/02/04/USATODAY/USATODAY/636533296739897630-AP-Pat-Robertson-Stroke.jpg?width=3200&height=1680&fit=crop","1284600402","29","Televangelist&nbsp;Pat Robertson: Alabama abortion law &apos;has gone too far,&apos; is &apos;ill-considered&apos;","http://rssfeeds.indystar.com/~/602034314/0/indystar/todaystopstories~TelevangelistnbspPat-Robertson-Alabama-abortion-law-aposhas-gone-too-farapos-is-aposillconsideredapos/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-16 06:40:40","108","0"
"https://www.gannett-cdn.com/presto/2019/04/17/PMOY/cfd077f0-291f-4384-b827-c7222413fe0a-protest08.jpg?crop=2015,1133,x186,y749&width=3200&height=1680&fit=bounds","1284751489","29","Rape victim who had illegal abortion at age 13 calls Alabama&apos;s law &apos;an abomination&apos;","http://rssfeeds.indystar.com/~/602037414/0/indystar/todaystopstories~Rape-victim-who-had-illegal-abortion-at-age-calls-Alabamaaposs-law-aposan-abominationapos/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-16 08:26:15","84","0"
"https://www.gannett-cdn.com/authoring/2019/05/16/PSPR/2da320b6-4a98-4854-82c7-7d0e89ce72b1-AP19135783054104.jpg?crop=3160,1770,x0,y0&width=3200&height=1680&fit=bounds","1284846319","26563","Missouri Senate Republicans pass 8-week abortion ban","http://rssfeeds.news-leader.com/~/602043314/0/springfield/home~Missouri-Senate-Republicans-pass-week-abortion-ban/","blogs.news-leader.com","http://blogs.news-leader.com","2019-05-16 11:26:44","82","0"
"https://www.gannett-cdn.com/authoring/2019/05/15/USAT/27592479-ce72-4e8c-8d2b-60454efd9083-AFP_abortion.JPG?crop=4484,2523,x0,y286&width=3200&height=1680&fit=bounds","1284918874","29","Missouri Senate passes bill to ban abortions at 8 weeks","http://rssfeeds.indystar.com/~/602034000/0/indystar/todaystopstories~Missouri-Senate-passes-bill-to-ban-abortions-at-weeks/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-16 11:33:41","84","0"
"https://www.gannett-cdn.com/presto/2019/05/19/PMOY/d97ebf56-65a0-4cf7-b595-b56966eeb69d-march09.jpg?crop=2999,1679,x0,y0&width=3200&height=1680&fit=bounds","1287580122","28907","&apos;All out warfare&apos;: Hundreds take the streets in abortion ban protest","http://rssfeeds.montgomeryadvertiser.com/~/602164516/0/montgomery/home~aposAll-out-warfareapos-Hundreds-take-the-streets-in-abortion-ban-protest/","montgomeryadvertiser.com","http://www.montgomeryadvertiser.com#spider","2019-05-19 22:17:11","76","0"
"https://www.gannett-cdn.com/presto/2019/05/19/PMOY/d97ebf56-65a0-4cf7-b595-b56966eeb69d-march09.jpg?crop=2999,1679,x0,y0&width=3200&height=1680&fit=bounds","1287937688","29","&apos;All out warfare&apos;: Hundreds take the streets in Alabama in abortion ban protest","http://rssfeeds.indystar.com/~/602172374/0/indystar/todaystopstories~aposAll-out-warfareapos-Hundreds-take-the-streets-in-Alabama-in-abortion-ban-protest/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-20 05:58:14","75","0"
"http://mediad.publicbroadcasting.net/p/wpln/files/styles/medium/public/201703/heart_monitor_by_tyler_stubenhofer_via_flickr.png","1290239911","87555","Tennessee Attorney General Questions Constitutionality Of Fetal Heartbeat Abortion Bill","https://www.nashvillepublicradio.org/post/tennessee-attorney-general-questions-constitutionality-fetal-heartbeat-abortion-bill#stream/0","nashvillepublicradio.org","http://nashvillepublicradio.org/#spider","2017-03-15 00:00:00","74","0"
"https://s.pinimg.com/images/facebook_share_image.png","1290239947","20448","Pinterest","https://www.pinterest.com/login/?next=/pin/create/button/%3Furl%3Dhttps%253a%252f%252fwww.usatoday.com%252fstory%252fnews%252fnation%252f2019%252f05%252f20%252falabama-abortion-bill-protest-march-montgomery-womens-rights%252f3738759002%252f%26description%3D%2526apos%253bAll%2Bout%2Bwarfare%2526apos%253b%253a%2BHundreds%2Btake%2Bthe%2Bstreets%2Bin%2BAlabama%2Bin%2Babortion%2Bban%2Bprotest%26media%3D","Pinterest","http://pinterest.com","2019-05-22 11:29:10.019097","138","0"
"https://www.gannett-cdn.com/-mm-/ca115edcb64d3cb30bc6009b3eda7e540abeebd7/c=0-189-2048-1346/local/-/media/2015/11/06/Cincinnati/Cincinnati/635824188176887256-heartbeat.jpg?width=3200&height=1680&fit=crop","1290240060","26590","Heartbeat bill protest heads to senator's lawn","https://www.cincinnati.com/story/news/politics/2015/11/06/heartbeat-bill-protest-heads-senators-lawn/75305004/","cincinnati.com","http://cincinnati.com","2015-11-06 00:00:00","88","0"
"https://www.washingtonpost.com/resizer/DDbcBk_zNkJoYVA5Mzk18S9pfNM=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/OYKXQEDSOUI6THYGL7BO5AACPI.jpg","1290240506","2","Alabama Senate delays vote on nation’s strictest abortion bill","https://www.washingtonpost.com/national/health-science/after-shouting-match-breaks-out-alabama-senate-reverses-course-and-tables-controversial-abortion-vote/2019/05/09/b68a2d7c-71ae-11e9-9f06-5fc2ee80027a_story.html?utm_term=.bb59af829e48","Washington Post","http://washingtonpost.com","2019-05-09 00:00:00","90","0"
"https://www.gannett-cdn.com/presto/2019/05/19/PMOY/00e6bb74-49b7-45d4-afe1-4b8becde472d-march13.jpg?crop=2999,1706,x0,y220&width=3200&height=1680&fit=bounds","1292437544","28907","Abortion rights groups sue to block Alabama&apos;s near-total ban","http://rssfeeds.montgomeryadvertiser.com/~/602335202/0/montgomery/home~Abortion-rights-groups-sue-to-block-Alabamaaposs-neartotal-ban/","montgomeryadvertiser.com","http://www.montgomeryadvertiser.com#spider","2019-05-24 09:40:40","89","0"
"https://www.gannett-cdn.com/presto/2019/05/19/PMOY/00e6bb74-49b7-45d4-afe1-4b8becde472d-march13.jpg?crop=2999,1706,x0,y220&width=3200&height=1680&fit=bounds","1292471709","29","Abortion rights groups sue to block Alabama&apos;s near-total ban","http://rssfeeds.indystar.com/~/602336016/0/indystar/todaystopstories~Abortion-rights-groups-sue-to-block-Alabamaaposs-neartotal-ban/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-24 10:04:14","85","0"
"https://www.gannett-cdn.com/presto/2019/05/28/PSPR/dd8de0c9-2063-40da-9940-25c23a121dcd-AP19136551026519.jpg?crop=4739,2666,x0,y278&width=3200&height=1680&fit=bounds","1297238405","26563","Showdown over abortion clinic postponed to Thursday as governor weighs in","http://rssfeeds.news-leader.com/~/602526052/0/springfield/home~Showdown-over-abortion-clinic-postponed-to-Thursday-as-governor-weighs-in/","blogs.news-leader.com","http://blogs.news-leader.com","2019-05-29 18:41:14","91","0"
"https://www.gannett-cdn.com/presto/2019/05/30/USAT/9db03bdd-f980-42f9-a1b9-ac516028e56d-EPA_USA_TRUMP_COMMANDER_IN_CHIEF_TROPHY.JPG?crop=4455,2552,x0,y149&width=3200&height=1680&fit=bounds","1297624589","29","Trump&apos;s commencement speech, Pence in Canada, NBA Finals: 5 things you need to know Thursday","http://rssfeeds.indystar.com/~/602538248/0/indystar/allnews~Trumpaposs-commencement-speech-Pence-in-Canada-NBA-Finals-things-you-need-to-know-Thursday/","The Indianapolis Star","http://www.indystar.com/apps/pbcs.dll/frontpage","2019-05-30 04:32:41","79","0"
"https://media.npr.org/assets/img/2019/06/06/gettyimages-1145343939_wide-92f78dfdec10f639e97f07c854e5f626c349e277.jpg?s=1400","1304910092","1096","Poll: Majority Want To Keep Abortion Legal, But They Also Want Restrictions","https://www.npr.org/2019/06/07/730183531/poll-majority-want-to-keep-abortion-legal-but-they-also-want-restrictions?utm_medium=RSS&utm_campaign=news","NPR","http://www.npr.org/","2019-06-07 05:00:52","94","0"
"https://www.guttmacher.org/sites/default/files/styles/open_graph_large/public/images/statelawsandpoliciesgreen.jpg?itok=MluTQZEi","609206310","19444","Medication Abortion","https://www.guttmacher.org/state-policy/explore/medication-abortion","guttmacher.org","http://www.guttmacher.org","2017-03-03 19:04:06","72","1"
"https://apnews.com/images/ShareLogo2.png","1290241257","20874","North Dakota Gov. Burgum signs 'abortion reversal' bill","https://apnews.com/b7069ebb49e548e69999062bdff35423","m.apnews.com","http://m.apnews.com","2019-03-22 00:00:00","71","1"
"https://www.kosu.org/sites/kosu/files/styles/medium/public/201902/antiabortionrally.jpg","1290240426","32101","Oklahoma Lawmakers Advance Abortion 'Trigger' Bill","https://www.kosu.org/post/oklahoma-lawmakers-advance-abortion-trigger-bill","kosu.org","http://kosu.org#spider","2019-02-15 00:00:00","74","3"
"https://i0.wp.com/aul.org/wp-content/uploads/2019/01/Defending-Life-2019-image.png?fit=1200%2C786&ssl=1","1357458005","112495","Defending Life","https://aul.org/publications/defending-life/","aul.org","http://aul.org/","2018-03-16 03:54:29","75","3"
"https://www.findlawimages.com/public/thumbnails_62x62/findlaw_62x62.png","1290239986","270482","Georgia Code Title 16. Crimes and Offenses § 16-12-140 | FindLaw","https://codes.findlaw.com/ga/title-16-crimes-and-offenses/ga-code-sect-16-12-140.html","codes.findlaw.com","http://codes.findlaw.com/","2019-05-22 11:29:13.446889","98","8"
"https://www.chicagotribune.com/resizer/HYRVWgDsEC13dEU2M7TIyM6oyJI=/1200x0/top/www.trbimg.com/img-56f02a81/turbine/chi-default-open-graph-ct-logo/1200/1200x650","1333105733","104826","Timeline of abortion laws and events","https://www.chicagotribune.com/sns-abortion-timeline-story.html","Hoy Chicago","http://www.chicagotribune.com/hoy/","2019-07-08 18:39:12.814529","76","9"
"https://www.kempforgovernor.com/themes/kemp/assets/kemp-logo@2x.jpg","1290240204","855845","KEMP: I’LL SIGN, FIGHT FOR PRO-LIFE LEGISLATION","https://www.kempforgovernor.com/posts/news/kemp-i%E2%80%99ll-sign-fight-pro-life-legislation","kempforgovernor.com","http://kempforgovernor.com/","2018-07-03 18:19:24","84","11"
"https://www.guttmacher.org/sites/default/files/favicon.ico","839712259","19444","Medication Abortion","https://www.guttmacher.org/evidence-you-can-use/medication-abortion","guttmacher.org","http://www.guttmacher.org","2017-04-26 19:08:34","88","12"
"https://www.guttmacher.org/sites/default/files/styles/open_graph_large/public/images/statelawsandpoliciesgreen.jpg?itok=MluTQZEi","608541996","19444","Counseling and Waiting Periods for Abortion","https://www.guttmacher.org/state-policy/explore/counseling-and-waiting-periods-abortion","guttmacher.org","http://www.guttmacher.org","2017-02-16 17:52:56","82","13"
"https://www.acluga.org/profiles/aclu_affiliates/themes/custom/affiliates/favicons/favicon.ico","1290240358","136331","ACLU of Georgia Statement on Abortion Ban Bill Headed to Governor’s Desk","https://www.acluga.org/en/press-releases/aclu-georgia-statement-abortion-ban-bill-headed-governors-desk","acluga.org","http://acluga.org/","2019-03-26 15:32:00","76","13"
"http://sunlightfoundation.com/wp-content/uploads/2019/05/Webpage-1_-OCR-Mission-Vision-statements-screenshot.png","1290239934","60669","HHS Office for Civil Rights overhauled its mission and vision statements on its website","https://sunlightfoundation.com/2019/05/01/hhs-office-for-civil-rights-overhauled-its-mission-and-vision-statements-on-its-website/","blog.sunlightfoundation.com","http://blog.sunlightfoundation.com/","2019-05-01 14:45:11","76","15"
"https://www.gannett-cdn.com/presto/2019/05/28/PSPR/dd8de0c9-2063-40da-9940-25c23a121dcd-AP19136551026519.jpg?crop=4739,2666,x0,y278&width=3200&height=1680&fit=bounds","1298576189","4","Showdown over Missouri abortion clinic postponed as governor weighs in","http://rssfeeds.usatoday.com/~/602541582/0/usatoday-newstopstories~Showdown-over-Missouri-abortion-clinic-postponed-as-governor-weighs-in/","USA Today","http://www.usatoday.com","2019-05-30 13:43:11","91","29"
"https://www.nejm.org/templates/jsp/_mms/image/NEJM_defaultlogo_200px.png","1290240268","20608","Abortion “Reversal” — Legislating without Evidence","https://www.nejm.org/doi/full/10.1056/NEJMp1805927","nejm.org","http://www.nejm.org","2019-05-22 11:29:38.268307","70","30"
"https://www.legislature.ohio.gov/Assets/Global/LegislatureIcon.png","1290239916","245386","Senate Bill 23 | The Ohio Legislature","https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-SB-23","legislature.ohio.gov","https://legislature.ohio.gov/","2019-05-22 11:29:08.079016","145","40"
"https://oag.ca.gov/system/files/attachments/press-docs/generic-facebook-card-150x150.jpg","1330181182","26199","Attorney General Becerra Files Lawsuit Challenging Trump Administration’s Rule that Encourages Denial of Healthcare","https://oag.ca.gov/news/press-releases/attorney-general-becerra-files-lawsuit-challenging-trump-administration%E2%80%99s-rule","oag.ca.gov","http://oag.ca.gov","2019-05-21 20:22:12","71","44"
"https://www.ajc.com/rf/image_large/Pub/p10/AJC/2019/05/06/Videos/4650836.vpx","1290240055","22916","DIGGING DEEPER: Could Georgia abortion law challenge Roe v. Wade?","https://www.ajc.com/news/local/could-georgia-abortion-law-challenge-roe-wade/WiipMbWRW8DC6lrl8qzksJ/","Atlanta Journal-Constitution","http://www.ajc.com","2019-05-06 00:00:00","128","55"
"https://www.ama-assn.org/sites/ama-assn.org/files/2019-01/2018-11-19-GENERICSOCIAL.jpg","1290240203","24979","AMA files suit to block administration’s Title X restrictions | American Medical Association","https://www.ama-assn.org/press-center/press-releases/ama-files-suit-block-administration-s-title-x-restrictions","ama-assn.org","http://www.ama-assn.org","2019-01-15 00:00:00","70","71"
"https://www.nashvillepublicradio.org/sites/wpln/files/styles/medium/public/february_2019-mike_bell.jpg","1290240050","87555","Tennessee ‘Fetal Heartbeat Bill’ Likely Not Moving Forward Amid Concerns In Senate","https://www.nashvillepublicradio.org/post/tennessee-fetal-heartbeat-bill-likely-not-moving-forward-amid-concerns-senate","nashvillepublicradio.org","http://nashvillepublicradio.org/#spider","2019-05-22 11:29:18.759351","73","82"
"https://www.guttmacher.org/sites/default/files/styles/open_graph_large/public/images/statelawsandpoliciesgreen.jpg?itok=MluTQZEi","608259876","19444","Abortion Policy in the Absence of Roe","https://www.guttmacher.org/state-policy/explore/abortion-policy-absence-roe","guttmacher.org","http://www.guttmacher.org","2016-11-15 07:00:00","102","120"
"http://content.gallup.com/origin/gallupinc/GallupSpaces/Production/Cms/GFDT/frozvbzp1um8k7ixfzz8ra.png","926877441","367244","Abortion","https://news.gallup.com/poll/1576/abortion.aspx","gallup.com","http://gallup.com/","2018-06-04 00:00:00","90","275"
"https://www.gannett-cdn.com/presto/2019/05/30/USAT/8b2dc872-19b3-44dd-82be-d1a6e872ad53-AP_Abortion_Louisiana.JPG?crop=4927,2755,x0,y64&width=3200&height=1680&fit=bounds","1298061712","4","The move to overturn Roe v. Wade:  La. latest to pass an abortion ban. Here&apos;s where other key states stand.","http://rssfeeds.usatoday.com/~/602550408/0/usatoday-newstopstories~The-move-to-overturn-Roe-v-Wade-La-latest-to-pass-an-abortion-ban-Hereaposs-where-other-key-states-stand/","USA Today","http://www.usatoday.com","2019-05-30 13:53:37","76","433"
"https://www.ama-assn.org/sites/ama-assn.org/files/styles/image_ratio_16_9/public/2019-03/McAneny_MMM_Index.jpg?itok=SH4auITU","1290333362","24979","We cannot let changes to Title X put women’s health at risk | American Medical Association","https://www.ama-assn.org/about/leadership/we-cannot-let-changes-title-x-put-women-s-health-risk?utm_source=TWITTER&utm_medium=Social_AMA&utm_term=2172717312&utm_content=gender_general+public+health_title_x&utm_campaign=advocating&utm_effort=FBB009","ama-assn.org","http://www.ama-assn.org","2019-03-15 00:00:00","70","449"
"https://media.npr.org/assets/img/2019/01/28/gettyimages-707437391_wide-7d45cd821680b6fd1bdd22c554c4fada87f82341.jpg?s=1400","1230856150","1096","Controversial 'Abortion Reversal' Regimen Is Put To The Test","https://www.npr.org/sections/health-shots/2019/03/22/688783130/controversial-abortion-reversal-regimen-is-put-to-the-test?utm_medium=RSS&utm_campaign=news","NPR","http://www.npr.org/","2019-03-22 09:55:23","144","532"
"http://www.legis.ga.gov/SiteCollectionImages/favicon.ico","1290239967","21379","HB 481 2019-2020 Regular Session","http://www.legis.ga.gov/Legislation/en-US/display/20192020/HB/481","legis.ga.gov","http://www.legis.ga.gov","2019-05-22 11:29:11.584769","200","651"
"https://governor.alabama.gov/wp-content/uploads/2019/05/HB314-Signing-600x427.jpeg","1290240305","67616","Governor Ivey Issues Statement After Signing the Alabama Human Life Protection Act | Kay Ivey - Governor of Alabama","https://governor.alabama.gov/statements/governor-ivey-issues-statement-after-signing-the-alabama-human-life-protection-act/","governor.alabama.gov","http://governor.alabama.gov/#spider","2019-05-22 11:29:39.548088","94","720"
"https://storage.googleapis.com/afs-prod/media/media:ce7e3456218f4ee69485bcfe05bcbd7f/3000.jpeg","1290240000","20874","Mississippi governor signs 'heartbeat' abortion law","https://www.apnews.com/fdce54d41bb74d6a974f7b39bcb83cf7","m.apnews.com","http://m.apnews.com","2019-03-21 00:00:00","70","776"
"https://img.buzzfeed.com/buzzfeed-static/static/2019-06/27/22/campaign_images/469d53ffcf40/a-pregnant-woman-was-shot-then-charged-for-her-fe-2-747-1561674224-0_dblbig.jpg","1323750892","6218","A Pregnant Woman Was Shot, Then Charged For Her Fetus’s Death. The Woman Who Shot Her Says “Sorry.”","https://www.buzzfeednews.com/article/tasneemnashrulla/pregnant-woman-shot-alabama-manslaughter-jones-jemison?origin=web-hf","Buzzfeed","http://www.buzzfeed.com","2019-06-27 22:19:52","117","881"
"https://www.gannett-cdn.com/authoring/2019/05/15/USAT/ccbdddce-5ea2-44a3-8bb9-d6a8a81566b9-abortion-promo.png?crop=949,534,x0,y12&width=1200","1284184136","4","Where is abortion legal? Everywhere. But ...","http://rssfeeds.usatoday.com/~/602021212/0/usatoday-newstopstories~Where-is-abortion-legal-Everywhere-But/","USA Today","http://www.usatoday.com","2019-05-15 20:47:09","109","1031"
"http://www.pewresearch.org/wp-content/uploads/2018/10/FT_18.10.16_Abortion_feature.png","1033680220","25316","Nearly six-in-ten Americans say abortion should be legal in all or most cases","http://www.pewresearch.org/fact-tank/2018/10/17/nearly-six-in-ten-americans-say-abortion-should-be-legal/","Pew Research","http://pewresearch.org","2018-10-17 00:00:00","98","1083"
"https://static01.nyt.com/images/2019/06/06/us/06Dems-summit-biden/merlin_155998140_f7fc19e6-2fcb-4c66-a5bb-75bfe640e515-facebookJumbo.jpg","1304674576","1","Joe Biden Denounces Hyde Amendment, Reversing His Position","https://www.nytimes.com/2019/06/06/us/politics/joe-biden-hyde-amendment.html?emc=rss&partner=rss","New York Times","http://nytimes.com","2019-06-06 22:33:47","101","1117"
"https://storage.googleapis.com/afs-prod/media/media:5aa205bc86f84d338617faaead2cbce2/3000.jpeg","1290240205","20874","Georgia governor signs restrictive 'heartbeat' abortion ban","https://www.apnews.com/cab6dcbdb37341f39fb50f806aca0182","m.apnews.com","http://m.apnews.com","2019-05-07 00:00:00","72","1160"
"https://media2.s-nbcnews.com/j/newscms/2019_23/2884056/190605-joe-biden-mc-1013_0c73bfc6ad936e685b53fdb1853cf552.nbcnews-fp-1200-630.JPG","1326178576","25499","Joe Biden's long evolution on abortion rights still holds surprises","https://www.nbcnews.com/politics/2020-election/biden-s-long-evolution-abortion-rights-still-holds-surprises-n1013846","NBC News","http://www.nbcnews.com","2019-06-05 00:00:00","100","1211"
"https://www.hhs.gov/sites/default/files/HHS-Twitter-Card-180x180.jpg","1282198396","19644","HHS Announces Final Conscience Rule Protecting Health Care Entities and Individuals","https://www.hhs.gov/about/news/2019/05/02/hhs-announces-final-conscience-rule-protecting-health-care-entities-and-individuals.html","hhs.gov","http://www.hhs.gov","2019-05-02 15:11:51","96","1380"
"https://storage.googleapis.com/afs-prod/media/media:4b56903165674842a134d6cba4f0ccaa/3000.jpeg","1217156385","20874","Mississippi considers abortion ban after fetal heartbeat","https://www.apnews.com/7818576c81df41e2863bdd54cd8e1c0a","m.apnews.com","http://m.apnews.com","2019-02-06 00:00:00","74","2170"
"https://media.npr.org/assets/img/2019/05/07/ap_19114755748436_wide-5768703007ce9fb277877e51ecc214f178ba6740.jpg?s=1400","1276652922","1096","Georgia's Governor Signs 'Fetal Heartbeat' Abortion Law","https://www.npr.org/2019/05/07/721028329/georgias-governor-signs-fetal-heartbeat-law?utm_medium=RSS&utm_campaign=news","NPR","http://www.npr.org/","2019-05-07 11:41:00","82","2715"
"https://media.npr.org/assets/img/2019/05/19/gettyimages-1144341731_wide-6719b0b3dd094ad16a9cc2862858b8082ba47113.jpg?s=1400","1293383690","658827","Missouri Gov. Mike Parson Signs Bill Banning Abortion After 8 Weeks","https://www.npr.org/2019/05/24/724532856/missouri-governor-signs-ban-on-abortion-after-8-weeks-of-pregnancy","State News - United States - Missouri","http://www.missouri.statenews.net/","2019-05-25 04:26:06","81","2874"
